timestamp,v1,v2,v3,t1,t2,t3,site_id, sensor_pack_id
2023-01-01 00:04:15+00:00,3146.2470862470864,3135.1981351981353,3156.0839160839164,22.65068265068265,25.350363921792493,27.31268731268731,100,200
2023-01-01 00:04:30+00:00,3142.113442113442,3134.3822843822845,3147.6456876456878,22.43978243978244,25.288521002806718,26.846486846486844,100,200
2023-01-01 00:04:45+00:00,3137.9797979797977,3133.5664335664337,3139.2074592074596,22.228882228882227,25.22667808382094,26.38028638028638,100,200
2023-01-01 00:05:00+00:00,3133.846153846154,3132.750582750583,3130.769230769231,22.017982017982018,25.164835164835164,25.914085914085913,100,200
2023-01-01 00:05:15+00:00,3129.7125097125095,3131.934731934732,3150.2331002331002,22.055444555444556,25.088985088985087,25.447885447885444,100,200
2023-01-01 00:05:30+00:00,3125.5788655788656,3131.1188811188813,3169.69696969697,22.092907092907094,25.013135013135013,24.981684981684978,100,200
2023-01-01 00:05:45+00:00,3121.4452214452213,3130.3030303030305,3189.1608391608393,22.130369630369632,24.937284937284936,24.515484515484513,100,200
2023-01-01 00:06:00+00:00,3128.541828541828,3139.82683982684,3208.6247086247085,22.167832167832167,24.86143486143486,24.049284049284047,100,200
2023-01-01 00:06:15+00:00,3135.6384356384356,3149.3506493506493,3228.0885780885783,22.205294705294705,24.785584785584785,24.227439227439227,100,200
2023-01-01 00:06:30+00:00,3142.7350427350425,3158.874458874459,3247.5524475524476,22.242757242757243,24.709734709734708,24.405594405594403,100,200
2023-01-01 00:06:45+00:00,3149.83164983165,3168.3982683982686,3267.0163170163173,22.28021978021978,24.63388463388463,24.583749583749583,100,200
2023-01-01 00:07:00+00:00,3156.928256928257,3177.922077922078,3286.4801864801866,22.31768231768232,24.558034558034556,24.76190476190476,100,200
2023-01-01 00:07:15+00:00,3164.024864024864,3187.4458874458874,3282.453909726637,22.420912420912423,24.48218448218448,24.94005994005994,100,200
2023-01-01 00:07:30+00:00,3171.121471121471,3196.969696969697,3278.427632973088,22.524142524142526,24.547119547119543,25.11821511821512,100,200
2023-01-01 00:07:45+00:00,3178.2180782180785,3186.7715617715617,3274.4013562195382,22.627372627372626,24.61205461205461,25.296370296370295,100,200
2023-01-01 00:08:00+00:00,3185.3146853146854,3176.5734265734263,3270.3750794659886,22.73060273060273,24.676989676989674,25.474525474525475,100,200
2023-01-01 00:08:15+00:00,3170.995670995671,3166.3752913752915,3266.348802712439,22.833832833832833,24.74192474192474,25.65268065268065,100,200
2023-01-01 00:08:30+00:00,3156.676656676657,3156.177156177156,3262.32252595889,22.54245754245754,24.806859806859805,25.83083583083583,100,200
2023-01-01 00:08:45+00:00,3142.3576423576424,3145.979020979021,3258.2962492053402,22.25108225108225,24.87179487179487,26.806526806526804,100,200
2023-01-01 00:09:00+00:00,3128.0386280386283,3135.780885780886,3254.2699724517906,21.959706959706956,24.936729936729936,27.78221778221778,100,200
2023-01-01 00:09:15+00:00,3113.719613719614,3125.5827505827506,3250.243695698241,21.668331668331668,25.001665001665,28.757908757908755,100,200
2023-01-01 00:09:30+00:00,3099.4005994005997,3115.3846153846152,3246.217418944692,21.376956376956375,25.066600066600067,29.733599733599732,100,200
2023-01-01 00:09:45+00:00,3085.081585081585,3183.916083916084,3242.1911421911423,21.085581085581083,25.13153513153513,30.709290709290705,100,200
